Date Shipped,ShipFromLocation,ShipToLocation,Distance,Item,Weight,Shipment Cost,Fuel Surcharge,Tarping Charge,Line Haul Pass,Spot Quote,Stop Off Charges
5/27/24,"Albany, NY","Phoenix, AZ",1337,Roofing Membrane Roll,550.64,1878.21,106.96,50,1671.25,1734,50
4/6/23,"Raleigh, NC","Dallas, TX",2033,Underlayment Roll,361.61,2828.89,162.64,50,2541.25,2614.68,75
9/29/24,"Newark, NJ","Minneapolis, MN",895,Roofing Membrane Roll,621.77,1290.35,71.6,50,1118.75,1221.1,50
4/28/23,"Charlotte, NC","Portland, OR",312,Insulation Board,896.22,564.96,24.96,100,390,351.18,50
7/13/24,"Atlanta, GA","Chicago, IL",224,Drainage Mat,495.15,297.92,17.92,0,280,293.47,0
8/23/24,"Newark, NJ","Dallas, TX",847,Metal Roofing Coil,1803.97,1126.51,67.76,0,1058.75,1126.92,0
5/2/24,"Columbia, SC","San Diego, CA",746,Underlayment Roll,329.83,1092.18,59.68,50,932.5,858.72,50
8/25/23,"Raleigh, NC","Los Angeles, CA",1141,Roofing Membrane Roll,495.05,1592.53,91.28,50,1426.25,1399.88,25
9/29/23,"Pittsburgh, PA","Seattle, WA",1298,Roofing Membrane Roll,309.8,1851.34,103.84,100,1622.5,1638.44,25
7/8/23,"Jacksonville, FL","San Antonio, TX",2215,Metal Roofing Coil,2365.76,3045.95,177.2,50,2768.75,2495.25,50
12/4/24,"Baltimore, MD","St. Louis, MO",1751,Fasteners and Plates,128.39,2428.83,140.08,50,2188.75,2003.52,50
3/22/24,"Columbia, SC","San Antonio, TX",649,Underlayment Roll,352.62,963.17,51.92,50,811.25,795.49,50
8/3/24,"Norfolk, VA","Omaha, NE",1513,Underlayment Roll,163.33,2162.29,121.04,100,1891.25,1853.92,50
9/4/23,"Richmond, VA","Des Moines, IA",1790,Metal Roofing Coil,2450.46,2530.7,143.2,100,2237.5,2023.61,50
3/17/23,"Wilmington, DE","Detroit, MI",1893,Fasteners and Plates,121.47,2567.69,151.44,0,2366.25,2145.56,50
6/3/23,"Newark, NJ","Seattle, WA",1504,Fasteners and Plates,103.67,2100.32,120.32,50,1880,1762.63,50
10/17/24,"Savannah, GA","Salt Lake City, UT",1669,Drainage Mat,401.23,2344.77,133.52,50,2086.25,2122.08,75
3/10/24,"Norfolk, VA","St. Louis, MO",859,Drainage Mat,421.86,1267.47,68.72,50,1073.75,1018.33,75
3/27/23,"Orlando, FL","Denver, CO",252,Metal Roofing Coil,1964.26,485.16,20.16,100,315,318.31,50
11/27/24,"Raleigh, NC","Des Moines, IA",1694,Roofing Membrane Roll,347.98,2353.02,135.52,50,2117.5,2075.76,50
10/12/23,"Baltimore, MD","Dallas, TX",1049,Insulation Board,613.71,1445.17,83.92,50,1311.25,1369.4,0
8/8/23,"Providence, RI","Milwaukee, WI",1664,Underlayment Roll,324.59,2313.12,133.12,100,2080,1950.64,0
3/10/23,"Raleigh, NC","Indianapolis, IN",2456,Underlayment Roll,114.06,3441.48,196.48,100,3070,3121.13,75
2/16/23,"Wilmington, DE","Detroit, MI",1088,Fasteners and Plates,50.57,1447.04,87.04,0,1360,1477.2,0
4/4/23,"Wilmington, DE","Des Moines, IA",336,Fasteners and Plates,104.04,621.88,26.88,100,420,450.79,75
3/28/24,"Norfolk, VA","Chicago, IL",1018,Drainage Mat,515.57,1378.94,81.44,0,1272.5,1252.75,25
7/23/23,"Hartford, CT","Phoenix, AZ",2195,Fasteners and Plates,106.6,3044.35,175.6,100,2743.75,2518.37,25
8/6/23,"Orlando, FL","San Diego, CA",2148,Fasteners and Plates,56.34,2856.84,171.84,0,2685,2916,0
4/18/24,"Raleigh, NC","Omaha, NE",1105,Fasteners and Plates,155.58,1569.65,88.4,100,1381.25,1289.25,0
3/7/24,"Jacksonville, FL","Chicago, IL",1324,Insulation Board,850.2,1810.92,105.92,0,1655,1581.66,50
12/7/23,"Jacksonville, FL","Kansas City, MO",630,Drainage Mat,580.31,837.9,50.4,0,787.5,755.69,0
7/4/24,"Pittsburgh, PA","Las Vegas, NV",1946,Roofing Membrane Roll,490.16,2588.18,155.68,0,2432.5,2212.69,0
9/3/24,"Tampa, FL","Denver, CO",1223,Metal Roofing Coil,2149,1701.59,97.84,0,1528.75,1521.4,75
10/16/23,"Baltimore, MD","Denver, CO",2197,Fasteners and Plates,81.33,3097.01,175.76,100,2746.25,2674.74,75
9/11/23,"Norfolk, VA","Las Vegas, NV",1236,Roofing Membrane Roll,643.58,1768.88,98.88,50,1545,1561.09,75
12/23/23,"Hartford, CT","Seattle, WA",848,Underlayment Roll,355.1,1152.84,67.84,0,1060,1138.39,25
1/23/23,"Hartford, CT","Portland, OR",2216,Insulation Board,852.06,2947.28,177.28,0,2770,2910.73,0
6/5/24,"Norfolk, VA","Salt Lake City, UT",1951,Insulation Board,618.12,2744.83,156.08,100,2438.75,2256.2,50
4/10/23,"Jacksonville, FL","Seattle, WA",1139,Insulation Board,626.25,1539.87,91.12,0,1423.75,1475.63,25
6/29/23,"Providence, RI","Detroit, MI",555,Insulation Board,579.69,788.15,44.4,0,693.75,664.25,50
8/11/23,"Norfolk, VA","Milwaukee, WI",2296,Underlayment Roll,300.06,3103.68,183.68,50,2870,3031.88,0
10/20/24,"Boston, MA","Dallas, TX",2300,Drainage Mat,307.04,3109,184,50,2875,2595.95,0
3/17/24,"Tampa, FL","San Diego, CA",2205,Metal Roofing Coil,2437.75,2957.65,176.4,0,2756.25,2549.18,25
8/30/24,"Columbia, SC","Portland, OR",586,Insulation Board,512.57,954.38,46.88,100,732.5,707.63,75
11/21/23,"Norfolk, VA","Minneapolis, MN",740,Underlayment Roll,278.54,1109.2,59.2,100,925,994.86,25
5/30/24,"Richmond, VA","Salt Lake City, UT",2477,Underlayment Roll,255.71,3369.41,198.16,0,3096.25,2979.75,75
1/16/23,"Providence, RI","Des Moines, IA",2351,Drainage Mat,306.9,3201.83,188.08,50,2938.75,3148.65,25
12/2/23,"Hartford, CT","Los Angeles, CA",1922,Underlayment Roll,105.08,2681.26,153.76,100,2402.5,2550.09,25
9/15/23,"Pittsburgh, PA","Los Angeles, CA",1959,Roofing Membrane Roll,372.7,2655.47,156.72,0,2448.75,2371.27,50
5/11/24,"Pittsburgh, PA","Detroit, MI",2259,Insulation Board,707.18,3104.47,180.72,100,2823.75,2915.81,0
6/9/23,"Columbia, SC","Los Angeles, CA",506,Roofing Membrane Roll,689.68,747.98,40.48,0,632.5,638.44,75
4/19/24,"Charlotte, NC","Milwaukee, WI",1679,Drainage Mat,513.28,2308.07,134.32,0,2098.75,2055.94,75
10/25/24,"Savannah, GA","Denver, CO",688,Roofing Membrane Roll,659.78,990.04,55.04,0,860,816.42,75
11/20/24,"Newark, NJ","Denver, CO",1347,Drainage Mat,389.36,1966.51,107.76,100,1683.75,1741.55,75
11/5/24,"Wilmington, DE","Phoenix, AZ",592,Fasteners and Plates,193.67,962.36,47.36,100,740,782.21,75
1/15/24,"Jacksonville, FL","Omaha, NE",477,Insulation Board,760.38,659.41,38.16,0,596.25,561.07,25
6/28/24,"Atlanta, GA","Las Vegas, NV",225,Insulation Board,578.33,299.25,18,0,281.25,297.07,0
11/21/24,"Raleigh, NC","Milwaukee, WI",660,Underlayment Roll,182.87,952.8,52.8,0,825,829.5,75
3/2/24,"Baltimore, MD","Seattle, WA",2194,Roofing Membrane Roll,455.27,3068.02,175.52,100,2742.5,2912.46,50
9/4/24,"Atlanta, GA","Des Moines, IA",415,Metal Roofing Coil,2442.24,651.95,33.2,50,518.75,515.64,50
9/25/23,"Baltimore, MD","Minneapolis, MN",885,Fasteners and Plates,59.09,1252.05,70.8,50,1106.25,1148.31,25
7/30/24,"Jacksonville, FL","St. Louis, MO",2043,Underlayment Roll,102.35,2742.19,163.44,0,2553.75,2527.02,25
2/21/24,"Orlando, FL","Salt Lake City, UT",2146,Insulation Board,666.26,2904.18,171.68,50,2682.5,2544.03,0
6/17/23,"Boston, MA","San Antonio, TX",1781,Metal Roofing Coil,2464.35,2393.73,142.48,0,2226.25,2280.08,25
2/12/23,"Columbia, SC","Salt Lake City, UT",2457,Metal Roofing Coil,2364.88,3317.81,196.56,50,3071.25,3099.86,0
7/9/24,"Buffalo, NY","Milwaukee, WI",2250,Fasteners and Plates,118.79,3117.5,180,50,2812.5,3017.23,75
10/12/23,"Wilmington, DE","Detroit, MI",819,Metal Roofing Coil,1946.43,1139.27,65.52,0,1023.75,949.43,50
2/1/24,"Richmond, VA","Indianapolis, IN",1746,Underlayment Roll,337.94,2447.18,139.68,100,2182.5,2069.87,25
1/12/23,"Philadelphia, PA","Los Angeles, CA",779,Roofing Membrane Roll,343.56,1211.07,62.32,100,973.75,973.41,75
8/29/24,"Buffalo, NY","Phoenix, AZ",1555,Roofing Membrane Roll,584.69,2193.15,124.4,100,1943.75,1927.8,25
10/29/23,"Pittsburgh, PA","Detroit, MI",1069,Insulation Board,737.42,1496.77,85.52,50,1336.25,1206.11,25
9/10/23,"Norfolk, VA","Los Angeles, CA",1082,Fasteners and Plates,78.52,1464.06,86.56,0,1352.5,1462.84,25
5/13/24,"Jacksonville, FL","Houston, TX",2034,Roofing Membrane Roll,579.32,2730.22,162.72,0,2542.5,2772.8,25
2/4/23,"Savannah, GA","Portland, OR",207,Drainage Mat,502.92,375.31,16.56,50,258.75,270.05,50
12/27/24,"Richmond, VA","San Antonio, TX",1262,Underlayment Roll,169.61,1753.46,100.96,0,1577.5,1471.08,75
3/31/23,"Columbia, SC","Denver, CO",2340,Fasteners and Plates,164.54,3162.2,187.2,50,2925,2985.29,0
8/27/24,"Philadelphia, PA","Salt Lake City, UT",1836,Metal Roofing Coil,1806.33,2491.88,146.88,50,2295,2434.88,0
8/24/24,"Orlando, FL","Denver, CO",1987,Insulation Board,588.83,2767.71,158.96,50,2483.75,2491.04,75
2/22/24,"Albany, NY","Salt Lake City, UT",548,Underlayment Roll,128.62,828.84,43.84,100,685,739.07,0
4/25/23,"Savannah, GA","Salt Lake City, UT",1661,Insulation Board,547.4,2359.13,132.88,100,2076.25,2250.46,50
9/8/24,"Norfolk, VA","Indianapolis, IN",800,Metal Roofing Coil,2146.27,1114,64,0,1000,996.31,50
7/15/23,"Raleigh, NC","Houston, TX",828,Underlayment Roll,217.74,1151.24,66.24,50,1035,1121.61,0
5/15/24,"Orlando, FL","Las Vegas, NV",473,Metal Roofing Coil,2111.06,704.09,37.84,0,591.25,561.81,75
9/17/24,"Jacksonville, FL","Chicago, IL",1305,Roofing Membrane Roll,529.54,1760.65,104.4,0,1631.25,1546.56,25
5/7/24,"Jacksonville, FL","Milwaukee, WI",1627,Fasteners and Plates,181.6,2313.91,130.16,100,2033.75,2036.17,50
3/16/23,"Wilmington, DE","Denver, CO",2124,Fasteners and Plates,162.77,2899.92,169.92,50,2655,2897.31,25
2/17/24,"Buffalo, NY","Kansas City, MO",1972,Roofing Membrane Roll,646.71,2622.76,157.76,0,2465,2687.08,0
1/11/24,"Raleigh, NC","Houston, TX",1146,Metal Roofing Coil,2303.41,1549.18,91.68,0,1432.5,1437.28,25
2/24/24,"Wilmington, DE","Chicago, IL",1332,Underlayment Roll,351.9,1921.56,106.56,100,1665,1796.23,50
12/29/24,"Wilmington, DE","Phoenix, AZ",604,Insulation Board,838.34,878.32,48.32,50,755,797.34,25
10/4/23,"Columbia, SC","Dallas, TX",420,Roofing Membrane Roll,655.55,633.6,33.6,0,525,503.55,75
11/6/24,"Norfolk, VA","Dallas, TX",674,Insulation Board,842.01,946.42,53.92,50,842.5,916.77,0
1/29/24,"Boston, MA","Houston, TX",1590,Underlayment Roll,238,2214.7,127.2,100,1987.5,2120.99,0
4/1/24,"Charlotte, NC","Denver, CO",2212,Roofing Membrane Roll,590.7,3016.96,176.96,50,2765,2944.61,25
7/11/23,"Tampa, FL","Omaha, NE",478,Underlayment Roll,362.76,660.74,38.24,0,597.5,542.24,25
11/19/24,"Albany, NY","Omaha, NE",880,Drainage Mat,418.68,1245.4,70.4,0,1100,1119.89,75
4/9/23,"Albany, NY","Des Moines, IA",1580,Insulation Board,709,2151.4,126.4,0,1975,2161.87,50
7/1/24,"Raleigh, NC","Dallas, TX",411,Fasteners and Plates,80.54,671.63,32.88,100,513.75,553.08,25
4/6/23,"Baltimore, MD","St. Louis, MO",1043,Fasteners and Plates,159.4,1512.19,83.44,50,1303.75,1364.17,75
10/25/24,"Buffalo, NY","Minneapolis, MN",2188,Underlayment Roll,322.57,2935.04,175.04,0,2735,2692.68,25
10/24/24,"Philadelphia, PA","Las Vegas, NV",1068,Underlayment Roll,368.81,1470.44,85.44,0,1335,1269,50
7/9/23,"Baltimore, MD","Detroit, MI",695,Fasteners and Plates,77.24,1099.35,55.6,100,868.75,955.55,75
2/6/23,"Orlando, FL","Seattle, WA",1245,Metal Roofing Coil,2489.4,1730.85,99.6,0,1556.25,1569.47,75
1/4/24,"Columbia, SC","Detroit, MI",2022,Metal Roofing Coil,2262.71,2789.26,161.76,50,2527.5,2633.31,50
11/25/24,"Baltimore, MD","Des Moines, IA",453,Underlayment Roll,180.71,677.49,36.24,0,566.25,540.07,75
6/8/24,"Wilmington, DE","Indianapolis, IN",1783,Fasteners and Plates,56.36,2471.39,142.64,100,2228.75,2324.33,0
10/6/23,"Albany, NY","Portland, OR",2056,Drainage Mat,424.04,2909.48,164.48,100,2570,2574.57,75
8/5/23,"Philadelphia, PA","Omaha, NE",1094,Underlayment Roll,391.73,1580.02,87.52,50,1367.5,1421.44,75
9/30/23,"Boston, MA","Kansas City, MO",1206,Underlayment Roll,129.47,1703.98,96.48,100,1507.5,1394.48,0
3/3/23,"Tampa, FL","San Antonio, TX",962,Roofing Membrane Roll,644.68,1279.46,76.96,0,1202.5,1129.21,0
8/18/24,"Philadelphia, PA","Omaha, NE",1563,Metal Roofing Coil,1949.38,2128.79,125.04,0,1953.75,2093.07,50
12/29/24,"Raleigh, NC","Denver, CO",2103,Underlayment Roll,329.42,2971.99,168.24,100,2628.75,2594.75,75
12/8/23,"Atlanta, GA","Seattle, WA",1697,Roofing Membrane Roll,498.5,2432.01,135.76,100,2121.25,2124.08,75
2/1/24,"Orlando, FL","Omaha, NE",2137,Underlayment Roll,320.33,2917.21,170.96,0,2671.25,2417.58,75
11/29/24,"Wilmington, DE","Des Moines, IA",277,Roofing Membrane Roll,349.75,443.41,22.16,50,346.25,354.28,25
1/19/23,"Columbia, SC","Las Vegas, NV",2123,Insulation Board,675.06,2948.59,169.84,100,2653.75,2654.33,25
6/26/23,"Savannah, GA","Salt Lake City, UT",1391,Insulation Board,718.57,1950.03,111.28,100,1738.75,1714.27,0
9/3/24,"Providence, RI","Seattle, WA",589,Drainage Mat,487.38,808.37,47.12,0,736.25,804.21,25
1/31/24,"Raleigh, NC","Denver, CO",1090,Insulation Board,721.08,1624.7,87.2,100,1362.5,1462.04,75
3/20/24,"Norfolk, VA","Portland, OR",1737,Drainage Mat,470.86,2360.21,138.96,50,2171.25,2246.25,0
8/21/23,"Savannah, GA","Detroit, MI",574,Insulation Board,528.36,913.42,45.92,100,717.5,767.82,50
3/17/23,"Providence, RI","Dallas, TX",1433,Insulation Board,862.43,1930.89,114.64,0,1791.25,1808.75,25
9/22/23,"Baltimore, MD","Milwaukee, WI",2124,Drainage Mat,356.27,2949.92,169.92,100,2655,2608.09,25
3/30/24,"Charlotte, NC","Las Vegas, NV",2147,Insulation Board,633.62,2980.51,171.76,50,2683.75,2740.38,75
12/18/24,"Savannah, GA","Dallas, TX",1541,Underlayment Roll,335.13,2149.53,123.28,50,1926.25,1900.35,50
1/19/24,"Baltimore, MD","Detroit, MI",1673,Underlayment Roll,303.26,2350.09,133.84,50,2091.25,2038.52,75
7/17/24,"Savannah, GA","Kansas City, MO",1307,Roofing Membrane Roll,692.82,1838.31,104.56,50,1633.75,1710.04,50
5/20/24,"Wilmington, DE","Denver, CO",327,Drainage Mat,279.6,559.91,26.16,50,408.75,417.02,75
1/2/24,"Jacksonville, FL","San Antonio, TX",560,Insulation Board,611.14,769.8,44.8,0,700,631.61,25
5/24/23,"Newark, NJ","Las Vegas, NV",2264,Insulation Board,707.48,3061.12,181.12,50,2830,3096.4,0
3/10/23,"Atlanta, GA","Phoenix, AZ",880,Insulation Board,891.58,1245.4,70.4,0,1100,1031.76,75
4/9/23,"Tampa, FL","Phoenix, AZ",1912,Roofing Membrane Roll,469.09,2667.96,152.96,100,2390,2277.32,25
1/31/24,"Charlotte, NC","Dallas, TX",2026,Metal Roofing Coil,2161.75,2769.58,162.08,50,2532.5,2424.85,25
1/25/23,"Buffalo, NY","Chicago, IL",353,Underlayment Roll,306.93,619.49,28.24,100,441.25,449.67,50
4/13/24,"Hartford, CT","San Antonio, TX",2477,Metal Roofing Coil,1852.91,3469.41,198.16,100,3096.25,3053.13,75
4/28/24,"Raleigh, NC","Des Moines, IA",795,Roofing Membrane Roll,539.62,1182.35,63.6,100,993.75,1023.27,25
7/18/24,"Providence, RI","Indianapolis, IN",1357,Roofing Membrane Roll,556.65,1904.81,108.56,100,1696.25,1717.85,0
5/31/23,"Atlanta, GA","Houston, TX",759,Drainage Mat,482.65,1134.47,60.72,50,948.75,913.25,75
5/24/23,"Providence, RI","Houston, TX",612,Drainage Mat,299.81,813.96,48.96,0,765,706.41,0
7/22/24,"Orlando, FL","Seattle, WA",861,Fasteners and Plates,73.22,1295.13,68.88,100,1076.25,1158.69,50
2/8/23,"Columbia, SC","San Diego, CA",809,Fasteners and Plates,165.85,1200.97,64.72,50,1011.25,1047.68,75
4/19/23,"Providence, RI","Detroit, MI",500,Drainage Mat,450.99,840,40,100,625,594.14,75
11/23/24,"Orlando, FL","San Diego, CA",2293,Underlayment Roll,381.9,3124.69,183.44,50,2866.25,3003.49,25
2/11/23,"Richmond, VA","Detroit, MI",1041,Fasteners and Plates,196.55,1459.53,83.28,50,1301.25,1364.45,25
7/5/23,"Boston, MA","Las Vegas, NV",1564,Drainage Mat,237.05,2230.12,125.12,100,1955,2075.11,50
2/2/24,"Albany, NY","Omaha, NE",272,Fasteners and Plates,88.81,536.76,21.76,100,340,306.62,75
8/11/23,"Buffalo, NY","Indianapolis, IN",242,Underlayment Roll,168.75,346.86,19.36,0,302.5,312.83,25
9/25/24,"Wilmington, DE","Salt Lake City, UT",2286,Roofing Membrane Roll,585.62,3090.38,182.88,0,2857.5,3039.45,50
5/13/23,"Boston, MA","Des Moines, IA",1270,Roofing Membrane Roll,595.49,1814.1,101.6,100,1587.5,1541.77,25
6/12/23,"Pittsburgh, PA","Seattle, WA",1143,Drainage Mat,308.32,1570.19,91.44,50,1428.75,1303.74,0
8/3/23,"Tampa, FL","Las Vegas, NV",1537,Underlayment Roll,227.43,2069.21,122.96,0,1921.25,1987.68,25
8/23/23,"Norfolk, VA","San Antonio, TX",1726,Metal Roofing Coil,2060.54,2395.58,138.08,50,2157.5,2323.61,50
10/19/24,"Buffalo, NY","Denver, CO",2193,Roofing Membrane Roll,629.19,3041.69,175.44,50,2741.25,2874.41,75
8/10/24,"Pittsburgh, PA","Omaha, NE",1999,Underlayment Roll,396.3,2758.67,159.92,100,2498.75,2634.05,0
1/9/23,"Charlotte, NC","Salt Lake City, UT",589,Metal Roofing Coil,2444.54,883.37,47.12,100,736.25,741.89,0
3/15/23,"Richmond, VA","Omaha, NE",1917,Insulation Board,846.08,2624.61,153.36,0,2396.25,2476.03,75
5/6/24,"Newark, NJ","Salt Lake City, UT",644,Metal Roofing Coil,2351.16,981.52,51.52,50,805,764.49,75
9/10/23,"Savannah, GA","San Antonio, TX",879,Insulation Board,833.46,1219.07,70.32,50,1098.75,1131.56,0
8/18/23,"Richmond, VA","Indianapolis, IN",262,Metal Roofing Coil,2348.79,423.46,20.96,50,327.5,346.17,25
6/2/24,"Columbia, SC","San Diego, CA",455,Metal Roofing Coil,1815.34,730.15,36.4,100,568.75,518.27,25
6/23/23,"Raleigh, NC","Chicago, IL",1022,Drainage Mat,211.32,1484.26,81.76,100,1277.5,1254.42,25
10/14/24,"Raleigh, NC","Dallas, TX",1837,Roofing Membrane Roll,463.51,2493.21,146.96,50,2296.25,2118.01,0
6/17/23,"Philadelphia, PA","Detroit, MI",2268,Fasteners and Plates,60.57,3066.44,181.44,50,2835,3051.42,0
6/19/23,"Charlotte, NC","St. Louis, MO",1002,Fasteners and Plates,173.97,1407.66,80.16,0,1252.5,1129.25,75
1/28/24,"Providence, RI","Los Angeles, CA",945,Metal Roofing Coil,1974.97,1356.85,75.6,100,1181.25,1123.34,0
9/25/24,"Newark, NJ","Minneapolis, MN",2299,Roofing Membrane Roll,441.52,3082.67,183.92,0,2873.75,3062.34,25
7/13/23,"Charlotte, NC","Portland, OR",1771,Drainage Mat,565.52,2430.43,141.68,50,2213.75,2149.3,25
5/31/24,"Providence, RI","San Antonio, TX",2344,Fasteners and Plates,90.72,3117.52,187.52,0,2930,2697.1,0
1/29/23,"Norfolk, VA","Detroit, MI",2356,Roofing Membrane Roll,331.06,3233.48,188.48,100,2945,2856,0
6/14/23,"Buffalo, NY","Chicago, IL",286,Metal Roofing Coil,2401.17,455.38,22.88,0,357.5,346.4,75
2/26/24,"Richmond, VA","Salt Lake City, UT",1508,Drainage Mat,499.34,2105.64,120.64,100,1885,1950.46,0
12/5/23,"Providence, RI","Omaha, NE",694,Metal Roofing Coil,2305.35,1073.02,55.52,100,867.5,855.29,50
10/9/24,"Norfolk, VA","St. Louis, MO",649,Underlayment Roll,100.6,888.17,51.92,0,811.25,848.96,25
5/10/24,"Hartford, CT","Los Angeles, CA",957,Drainage Mat,318.71,1297.81,76.56,0,1196.25,1159.22,25
12/31/23,"Wilmington, DE","Milwaukee, WI",698,Roofing Membrane Roll,366.3,1028.34,55.84,50,872.5,806.45,50
12/8/23,"Charlotte, NC","Detroit, MI",873,Fasteners and Plates,65.8,1211.09,69.84,0,1091.25,1028.37,50
5/14/24,"Newark, NJ","Des Moines, IA",2494,Insulation Board,598.14,3467.02,199.52,100,3117.5,3049.56,50
10/18/24,"Richmond, VA","Milwaukee, WI",611,Fasteners and Plates,100.35,962.63,48.88,100,763.75,772.44,50
5/25/24,"Atlanta, GA","Denver, CO",218,Underlayment Roll,326.16,439.94,17.44,100,272.5,283.21,50
11/23/23,"Columbia, SC","Denver, CO",2148,Underlayment Roll,326.08,2906.84,171.84,50,2685,2592.4,0
8/5/23,"Hartford, CT","San Antonio, TX",292,Underlayment Roll,361.16,488.36,23.36,100,365,336.92,0
10/28/23,"Hartford, CT","Los Angeles, CA",494,Fasteners and Plates,124.36,707.02,39.52,50,617.5,619.02,0
5/12/23,"Tampa, FL","Seattle, WA",504,Drainage Mat,356.74,770.32,40.32,100,630,592.74,0
3/11/23,"Savannah, GA","Las Vegas, NV",392,Insulation Board,880.58,571.36,31.36,0,490,500.91,50
9/9/23,"Newark, NJ","Las Vegas, NV",1988,Metal Roofing Coil,1848.33,2744.04,159.04,100,2485,2515.16,0
2/19/24,"Columbia, SC","San Diego, CA",1603,Drainage Mat,288.76,2131.99,128.24,0,2003.75,2096.45,0
3/20/24,"Norfolk, VA","Milwaukee, WI",704,Drainage Mat,414.26,1036.32,56.32,50,880,940.43,50
7/1/23,"Raleigh, NC","Dallas, TX",1422,Metal Roofing Coil,1889.17,1991.26,113.76,50,1777.5,1781.25,50
6/16/23,"Columbia, SC","Portland, OR",628,Insulation Board,841.99,935.24,50.24,100,785,779.71,0
4/1/23,"Atlanta, GA","Omaha, NE",2304,Drainage Mat,363.9,3189.32,184.32,50,2880,3111.42,75
12/14/24,"Tampa, FL","Houston, TX",2432,Roofing Membrane Roll,383.18,3334.56,194.56,100,3040,2776.47,0
6/14/24,"Baltimore, MD","Omaha, NE",281,Metal Roofing Coil,2487.2,448.73,22.48,50,351.25,352.19,25
2/8/23,"Buffalo, NY","Phoenix, AZ",2183,Metal Roofing Coil,2103.43,2903.39,174.64,0,2728.75,2760.98,0
5/6/23,"Boston, MA","Seattle, WA",202,Insulation Board,678.55,393.66,16.16,50,252.5,264.08,75
3/26/24,"Buffalo, NY","San Antonio, TX",843,Fasteners and Plates,60.31,1271.19,67.44,100,1053.75,1026.24,50
6/22/23,"Hartford, CT","St. Louis, MO",2343,Insulation Board,762.69,3241.19,187.44,100,2928.75,2858.01,25
10/14/24,"Philadelphia, PA","Phoenix, AZ",870,Insulation Board,764.67,1257.1,69.6,50,1087.5,1146.84,50
8/8/23,"Columbia, SC","Seattle, WA",2155,Drainage Mat,219.46,2866.15,172.4,0,2693.75,2738.85,0
9/29/24,"Raleigh, NC","Minneapolis, MN",2053,Metal Roofing Coil,2164.75,2905.49,164.24,100,2566.25,2657.34,75
2/27/23,"Columbia, SC","Salt Lake City, UT",1434,Fasteners and Plates,71.05,1982.22,114.72,0,1792.5,1751.85,75
10/21/24,"Orlando, FL","Indianapolis, IN",419,Insulation Board,577.99,607.27,33.52,50,523.75,549.94,0
4/20/24,"Atlanta, GA","St. Louis, MO",1190,Drainage Mat,303.29,1707.7,95.2,100,1487.5,1467.62,25
3/31/24,"Tampa, FL","Las Vegas, NV",1980,Underlayment Roll,366.74,2758.4,158.4,50,2475,2602.84,75
12/27/23,"Pittsburgh, PA","Denver, CO",253,Drainage Mat,389.57,436.49,20.24,100,316.25,296.35,0
1/1/23,"Jacksonville, FL","Denver, CO",1829,Fasteners and Plates,82.24,2557.57,146.32,50,2286.25,2472.73,75
1/22/24,"Providence, RI","Houston, TX",1559,Underlayment Roll,323.73,2098.47,124.72,0,1948.75,1981.75,25
12/14/23,"Buffalo, NY","Kansas City, MO",1057,Metal Roofing Coil,2067.96,1580.81,84.56,100,1321.25,1363.4,75
7/9/23,"Baltimore, MD","Kansas City, MO",2309,Drainage Mat,372.43,3170.97,184.72,50,2886.25,2905.44,50
5/19/24,"Buffalo, NY","Detroit, MI",2308,Fasteners and Plates,190.86,3144.64,184.64,0,2885,2901.57,75
7/10/23,"Providence, RI","Salt Lake City, UT",1122,Roofing Membrane Roll,376.37,1642.26,89.76,100,1402.5,1336.48,50
5/22/24,"Orlando, FL","Las Vegas, NV",1430,Fasteners and Plates,166.52,2076.9,114.4,100,1787.5,1960.28,75
1/4/24,"Philadelphia, PA","Las Vegas, NV",403,Underlayment Roll,126.52,535.99,32.24,0,503.75,496.93,0
2/13/24,"Jacksonville, FL","Minneapolis, MN",1293,Drainage Mat,385.6,1769.69,103.44,0,1616.25,1738.82,50
4/27/23,"Philadelphia, PA","Denver, CO",2037,Drainage Mat,529.73,2759.21,162.96,50,2546.25,2690.76,0
5/14/23,"Savannah, GA","Las Vegas, NV",1922,Underlayment Roll,369.38,2731.26,153.76,100,2402.5,2595.16,75
2/27/23,"Atlanta, GA","Los Angeles, CA",2137,Roofing Membrane Roll,566.71,2892.21,170.96,50,2671.25,2803.75,0
7/9/24,"Providence, RI","Omaha, NE",1773,Metal Roofing Coil,2203.69,2508.09,141.84,100,2216.25,2437.38,50
11/15/24,"Charlotte, NC","Denver, CO",1314,Roofing Membrane Roll,673.43,1747.62,105.12,0,1642.5,1760.11,0
11/2/24,"Columbia, SC","Las Vegas, NV",550,Fasteners and Plates,119.87,831.5,44,100,687.5,660.55,0
6/22/23,"Albany, NY","Seattle, WA",1211,Underlayment Roll,139.02,1760.63,96.88,100,1513.75,1471.49,50
5/29/23,"Charlotte, NC","Omaha, NE",2246,Insulation Board,662.4,3012.18,179.68,0,2807.5,2657.03,25
3/21/23,"Columbia, SC","Omaha, NE",1119,Metal Roofing Coil,1812,1613.27,89.52,50,1398.75,1456.42,75
8/1/23,"Albany, NY","Dallas, TX",2454,Underlayment Roll,111.68,3413.82,196.32,100,3067.5,2764.03,50
7/22/23,"Columbia, SC","Indianapolis, IN",2385,Insulation Board,749.85,3272.05,190.8,100,2981.25,3029.52,0
